date,10137,10604,11308,11674,11850,12036,12079,12140,12458,12888,14816,15966,16571,17144,17750,18374,18411,18921,19561,20394,20730,21274,21573,21936,22496,23077,23712,23819,23827,23851,23915,24096,24109,24272,24360,24416,24440,24459,24563,24811,25232,25646,25785,25937,26438,26542,26606,27705,27879,27975,28345,30525,31077,31173,31536,32563,33099,36150,36740,38375,38682,38850,39116,40213,40272,40440,40571,41072,41136,41419,42307,42366,42550,42796,43772,44150,44206,44599,44740,45428,45487,46850,48071,48557,49015,49373,49680,49744,51131,51588,51596,51625,52265,52361,52687,52775,53081,53663,53786,53831
19720103,0.005682,-0.010417,-0.012295,0.005952,-0.010169,-0.006977,-0.009317,0.013216,0.003774,-0.004878,0.019231,-0.002288,0.004525,-0.033133,0.008811,-0.021556,-0.005682,-0.006993,0.073826,0.008043,-0.008043,0.081301,0,-0.026866,-0.005405,0,0,0.003236,0.006623,-0.002551,-0.01105,-0.007605,-0.012346,0.010526,0.008889,0.006211,-0.014019,0.005102,-0.010142,0.014218,0.012195,-0.020305,-0.007117,0.011111,-0.026685,-0.004902,-0.014184,0,0.052632,0,0.007463,0.016949,-0.014599000000000001,-0.004525,-0.024,0,0,-0.005747,0.00813,-0.029787,-0.005405,-0.013921,-0.005848,0.008889,0.007911,-0.004651,0.007299,0,-0.006993,-0.049708,0.033333,-0.011834,-0.005025,0.032258,0.029412,0,-0.008772,0,0.015038,0.023438,-0.002597,-0.02621,0.008347,0,-0.002946,0,0.045249,-0.020202,-0.016484,-0.002717,-0.007143,-0.021429,-0.022727,-0.034483,-0.015625,-0.017857,-0.014164,0.00431,-0.013043,-0.007634
19720104,0.00565,-0.003509,0.002075,0.005917,0.017123,0,0.001567,-0.008696,0.015038,0,-0.018868,-0.004587,0,0.015327,0,-0.007663,-0.011429,0.028169,0.1,-0.034574,0,0.090226,-0.007143,0.01227,-0.002717,0,-0.004545,-0.001613,0.003289,0,-0.01676,0.015326,0.004167,0.026042,-0.005076,0.012346,0.026351,-0.005076,-0.010246,0.002336,0.012048,0,0.003584,0,0.024531,-0.004926,0.028777,0.094595,0.016667,0.0125,-0.011111,-0.066667,0.059259,0.009091,-0.004098,-0.005025,0.016,-0.011561,0,0.004386,-0.01087,0.011765,0.011765,0.017621,-0.00157,-0.009346,0.014493,0.015873,0.014085,0.009231,-0.024194,0,0,0.010417,0,0.048077,0,0,-0.037037,0.045802,0,0.020704,-0.008278,0.010471,-0.01010299999999999,-0.019355,0.004329,-0.020619,-0.039106,0.00545,0.014388,0.007299,0.011628,0.015306,0.019841,0.009091,0.008621,0,-0.013216,-0.007692
19720105,0.022472,0.024648,-0.006211,0,0.020202,-0.016393,0.015649,0.008772,0,-0.004902,0.038462,0.009217,0.009009,0.006173,0.021834,0.009653,0.023121,-0.006849,-0.011364,-0.013774,0.018919,0.027586,0.003597,0.006061,0.008174,0.033435,-0.009132,-0.001616,0.016393,-0.002558,0.002841,-0.026415,-0.004149,0.020305,0,0.006098,-0.014019,0.040816,0.00207,0.006993,-0.005952,0.036269,0.032143,0.032967,0.019718,0.019802,0,0.049383,0.04918,-0.024691,-0.011236,0.053571,0,-0.045045,-0.010288,-0.015152,0.03937,0.005848,0,0.0131,0.005495,0.004651,0.023256,0.004329,-0.004717,0.018868,0,0.083333,0.013889,0.070122,0.016529,-0.01497,0.015152,0,-0.014286,0,0.017699,0.011429,0.069231,0.021898,0.013021,0.030426,-0.005008,0.036269,0.024024,0.009868,-0.026549,0.005263,0,-0.00271,0.021277,0.07971,0.011494,0.015075,-0.011673,0.009009,-0.005698,0.017167,-0.026786,-0.007752
19720106,0.010989,-0.020619,-0.027083,0.005882,0.011551,0.021429,0.010786,0.013043,-0.02963,0.004926,0.009259,0.011416,-0.004464,0.003067,0.004274,0.005736,-0.00565,0.048276,-0.005747,0.039106,0.015915,0,0.003584,0,0.010811,0.002941,0.004608,-0.019417,0,-0.002564,0.036827,0.03876,0.008333,0.004975,-0.020408,-0.012121,0.014218,0.019608,0.008264,0.002315,0.017964,0,0.013841,0.005319,0.035912,0.024272,0,-0.011765,0.046875,0.012658,0.030303,0.016949,0.006993,0.033019,0.016632,0.020513,0.007576,-0.017442,0.012903,0,-0.016393,0.018519,0.005682,-0.012931,-0.004739,-0.025463,0,0.014423,0.013699,0,0.004065,0.006079,0.0199,0,0.007246,0.027523,0,-0.00565,0.021583,-0.007143,0,-0.007874,0.011745,0,0.014663,0.003257,-0.013636,0.068063,0.017442,0.01087,0.020833,-0.020134,0,0.024752,0.003937,0.026786,0.002865,-0.008439,-0.050459,-0.027344
19720107,-0.01087,-0.014035,-0.006424,0.005848,-0.004894,0,0.004573,0.017167,-0.026718,0.009804,0.027523,0.009029,-0.008969,-0.018349,-0.012766,-0.009506,0,-0.006579,-0.011561,-0.002688,0.013055,-0.013423,-0.003571,0.003012,0.010695,-0.008798,0,0.013201,-0.009677,0,-0.010929,-0.011194,0.008264,-0.024752,0,0.006135,-0.004673,-0.009615,0.008197,-0.002309,0,0,0.006826,0.010582,0.010667,0.004739,0,0,0,0.0125,-0.007353,0.066667,0.013889,-0.022831,0.014315,-0.005025,0.018797,-0.005917,0.038217,-0.00431,-0.044444,0.006818,-0.00565,0,-0.009524,0.011876,0.003571,-0.014218,0,0.002849,0.004049,0.012085,0.014634,0.010309,0.007194,0.116071,0,0.028409,0.014085,-0.014388,0,-0.009921,0.001658,0.01,-0.00289,0,0.009217,0.058824,0.005714,0,0,0,-0.022727,0.014493,-0.027451,-0.017391,0,0.004255,-0.024155,0.008032
19720110,0,0.014235,0.010776,0.011628,-0.013115,0.006993,0,-0.016878,0.023529,-0.009709,0.026786,-0.013423,0,0.009346,-0.017241,-0.005758,0.005682,-0.02649,0.02924,0.002695,0.010309,0.006803,-0.007168,0.003003,0,0,0.013761,-0.006515,0,-0.007712,0.005525,0.011321,0.012295,0.005076,0.010417,0.006098,-0.023474,-0.004854,0.004065,-0.018519,-0.005882,-0.015,-0.00339,-0.005236,0.034301,-0.004717,0.006993,0.071429,0,0,-0.014815,-0.03125,0,0.018692,0,-0.005051,-0.01107,-0.059524,0.006135,-0.038961,0.023256,0.004515,0.011364,0.004367,0,-0.004695,0,0.038462,0.027027,0.022727,-0.008065,0.014925,0.014423,0,-0.011429,-0.024,0.008696,-0.005525,0.013889,0.021898,0.005141,-0.002004,0.013245,-0.009901,0.004348,0.003247,-0.004566,0.023148,0.017045,-0.002688,-0.020408,0.054795,-0.011628,0.004762,0.032258,0.00885,-0.051429,0.012712,0.034653,-0.023904
19720111,0.016484,0.014035,0.010661,0.017241,0,0.00463,0.003035,-0.012876,0.015326,-0.009804,0.043478,0.00907,0.004525,0.021605,0.013158,0.010618,0.016949,0.006803,0.022727,-0.026882,0.010204,0,0.00722,0,0,0,0.013575,0,-0.003257,0.005181,-0.019231,0.011194,0.008097,0.035354,-0.005155,-0.006061,0.028846,0.009756,-0.004049,0.002358,0.011834,0,0.005102,0.010526,-0.007653,0.009479,0.006944,0.033333,0.029851,0,0.022556,0,-0.020548,0.013761,0.014113,0.010152,-0.014925,0.012658,0.004573,0,0.017045,0.002247,0.022472,0,0,-0.018868,0.017794,-0.018519,0.019737,-0.016667,0.03252,0.070588,0.014218,0,0.028986,0.016393,0.008621,-0.005556,0.027397,0.028571,-0.002558,0.012048,0.02451,-0.005,-0.002886,-0.022654,0.027523,0.0181,-0.01676,0.008086,0,0.006494,0.005882,0.004739,0.039063,0.017544,0.033133,0.008368,0.062201,0.008163
19720112,0.010811,-0.00692,-0.003165,0,-0.003322,0.013825,0.006051,0.017391,0.015094,-0.019802,0.016667,-0.002247,0.004505,-0.003021,0.004329,9.55e-4,0,0,0.022222,0.005525,-0.005051,-0.027027,0.003584,-0.017964,0.005291,-0.002959,-0.013393,-0.008197,0,-0.007732,-0.022409,-0.00738,0.004016,0.009756,0.025907,0.02439,-0.009346,0.014493,0.00813,0.018824,-0.017544,0.005076,-0.011844,0,-0.01671,0.004695,0,0,-0.057971,0.024691,0.014706,-0.032258,-0.013986,0.040724,0.037773,-0.005025,0.015152,-0.00625,-0.016692,0.022523,-0.011173,-0.013453,-0.016484,0.004348,0.008013,-0.004808,0,-0.033019,0.006452,0.028249,-0.015748,-0.03022,0.018692,-0.010204,0.028169,0,0.008547,0.01676,-0.033333,-0.027778,0.005128,0.02381,0.00319,-0.005025,-0.007236,0.003311,0.026786,-0.004444,-0.017045,-0.002674,-0.013889,-0.019355,-0.005848,0.004717,0,0.017241,-0.020408,-0.004149,0.009009,-0.040486
19720113,0,0,-0.017989,-0.00565,-0.003333,-0.009091,-0.006015,0,0,-0.010101,0,-0.015766,-0.03139,-0.00303,-0.012931,0.022901,0.011111,-0.027027,-0.01087,-0.027473,0,-0.006944,-0.003571,-0.018293,0.005263,0.008902,0.004525,-0.014876,-0.006536,0,-0.011461,0.011152,-0.008,-0.009662,-0.015152,-0.017857,-0.009434,-0.014286,0.008065,-0.002309,0.005952,-0.020202,-0.003425,-0.010417,-0.001307,-0.014019,-0.006897,0.010753,-0.107692,0.012048,-0.007246,0.016667,0.021277,0.056522,-0.003831,-0.010101,-0.022388,-0.006289,-0.012346,-0.004405,-0.016949,-0.018182,-0.061453,0.004329,0.025437,-0.028986,-0.006993,-0.009756,-0.012821,0.027473,-0.016,-0.01983,0.013761,-0.010309,0.027397,-0.024194,0,-0.010989,0,0.014286,-0.002551,-0.017442,-0.020668,-0.010101,0,-0.029703,-0.008696,-0.053571,0.023121,0.002681,0,-0.013158,0.011765,0.004695,-0.015038,0,-0.02381,-0.008333,0,-0.029536
19720114,0,-0.013937,0.002155,0.005682,0.001672,-0.002294,0.01059,-0.008547,0.003717,0.015306,0.008197,-0.002288,0,-0.012158,-0.004367,0.029851,0,0,0.054945,0.016949,0,-0.006993,-0.003584,-0.018634,-0.005236,0.011765,0,-0.003356,0,-0.015584,0.005797,-0.014706,-0.016129,0,0.005128,0.018182,0.009524,0.009662,0.006,0,-0.005917,-0.010309,-0.003436,0.015789,0.026178,0.004739,-0.013889,-0.031915,-0.068966,-0.011905,0.014599000000000001,0.065574,0.006944,0.016461,-0.001923,-0.010204,0.022901,0.006329,0.025,-0.022124,0.034483,0.041667,-0.005952,-0.012931,0.013953,-0.0199,0.014085,-0.004926,-0.012987,0.058824,0.03252,0.008671,0.00905,0.010417,-0.006667,0.008264,0,0.005556,0,0.007042,0.005115,0.013807,-0.003247,-0.005102,0.001458,-0.006803,0.004386,0.018868,-0.00565,-0.002674,0,-0.006667,0,-0.004673,0.003817,0.050847,0.021341,0.012605,-0.008929,0.034783
19720117,0.005348,-0.012367,-0.007527,0,0.010017,0.002299,0.001497,-0.008621,0.011111,0.015075,0.04065,0.009174,0.018519,0.009231,-0.004386,0.028986,-0.005495,-0.027778,0.010417,0.005556,0.002538,0.014085,0.021583,-0.006329,0.010526,0.008721,0.004505,0.010101,0.006579,0.005277,0.025937,0.018657,0.012295,0.019512,0.005102,0.005952,-0.009434,-0.014354,-0.001988,0.002315,0,0,0.006897,-0.005181,-0.017857,0.004717,0.007042,0.032967,0.092593,-0.012048,0,0.030769,-0.027586,-0.008097,0.017341,0.046392,-0.026119,0,-0.004573,0.022624,0,-0.004444,-0.017964,0.0131,-0.006116,0.01269,0.020833,0.049505,0.065789,0.030303,0,0.014327,0.017937,-0.005155,0,-0.008197,0.008475,0.01105,-0.013793,0.006993,0.017812,0.011673,-0.013029,0,-0.010189,0.003425,-0.0131,0,0.005682,0,-0.014085,0.013423,0.023256,0,-0.011407,0.024194,-0.002985,0.004149,0.018018,0.054622
19720118,-0.005319,-0.001789,-0.001083,0,0.006612,0.009174,0.010463,0.008696,0,0.00495,0,0.002273,-0.031818,0.009146,0,-0.007042,-0.01105,0.021429,0.030928,0.052486,0.022785,0.013889,0.045775,0,-0.002604,0.002882,-0.022422,0.005,0,0.002625,0.002809,-0.003663,-0.004049,-0.014354,0.010152,0,-0.014286,-0.014563,-0.003984,0.020785,-0.017857,0.010417,-0.001712,0,0.014286,-0.004695,0,-0.021277,0.016949,0,0,0,0,0.012245,0.026515,0.049261,0.030651,-0.006289,0.004288,-0.00885,-0.005556,-0.006696,0.036585,-0.00431,0.008462,-0.012531,0.006803,-0.004717,0.055556,-0.014706,0.007874,0.019774,-0.022026,0.015544,0.026846,0,-0.008403,-0.010929,0,-0.027778,0.0025,-0.019231,-0.014851,-0.005128,0.011765,0,0.004425,0.009259,0.011299,-0.005362,0,0.013245,0.022727,0.004695,0,-0.015748,0.02994,-0.012397,0.00885,0.091633
