,Mkt-RF,SMB,HML,RF
19870717,0.46,-0.12,0.16,0.021
19870720,-0.83,0.5,0.27,0.021
19870721,-0.8,0.36,-0.04,0.021
19870722,-0.1,-0.16,-0.13,0.021
19870723,-0.28,-0.1,-0.06,0.021
19870724,0.37,-0.07,-0.29,0.021
19870727,0.38,-0.4,-0.21,0.021
19870728,0.47,-0.21,-0.09,0.021
19870729,0.89,-0.44,-0.27,0.021
19870730,0.71,-0.15,-0.22,0.021
19870731,0.2,0.11,0.13,0.021
19870803,-0.38,0.05,0.63,0.022
19870804,-0.31,0.17,0.22,0.022
19870805,0.71,-0.1,-0.44,0.022
19870806,1.09,-0.32,-0.87,0.022
19870807,0.39,0.11,-0.25,0.022
19870810,1.32,-0.98,-0.02,0.022
19870811,1.35,-1.04,-0.15,0.022
19870812,-0.22,-0.05,0.28,0.022
19870813,0.61,-0.36,0.01,0.022
19870814,-0.09,0.15,0.64,0.022
19870817,0.09,-0.28,-0.19,0.022
19870818,-1.4,0.48,0.13,0.022
19870819,0.11,0.2,-0.06,0.022
19870820,1.39,-0.49,-0.27,0.022
19870821,0.3,0.11,-0.4,0.022
19870824,-0.59,0.37,0.03,0.022
19870825,0.81,-0.56,-0.33,0.022
19870826,-0.47,0.45,0.11,0.022
19870827,-0.82,0.66,0.04,0.022
19870828,-1.1,0.77,-0.13,0.022
19870831,0.71,-0.16,0.09,0.022
19870901,-1.59,1.04,-0.06,0.021
19870902,-0.67,-0.09,-0.05,0.021
19870903,-0.45,0.36,0,0.021
19870904,-0.91,0.63,0.23,0.021
19870908,-1.27,-1.01,0.1,0.021
19870909,0.21,0.23,-0.02,0.021
19870910,0.92,-0.06,-0.79,0.021
19870911,1.34,-0.39,-0.51,0.021
19870914,0.21,-0.36,0.1,0.021
19870915,-1.34,0.73,0.41,0.021
19870916,-0.77,0.62,0.16,0.021
19870917,-0.04,-0.13,0.13,0.021
19870918,-0.1,0.18,-0.09,0.021
19870921,-1.28,0.43,0.82,0.021
19870922,2.16,-2.36,-0.04,0.021
19870923,0.58,0.08,-0.29,0.021
19870924,-0.25,0.46,-0.23,0.021
19870925,0.11,-0.07,0.03,0.021
19870928,0.72,-0.5,0.02,0.021
19870929,-0.31,0.06,0.29,0.021
19870930,0.18,0.67,-0.01,0.021
19871001,1.43,-1.17,-0.02,0.027
19871002,0.3,0.05,-0.34,0.027
19871005,0.05,0.27,-0.24,0.027
19871006,-2.24,1.01,0.58,0.027
19871007,-0.38,-0.37,-0.14,0.027
19871008,-1.34,0.29,0.33,0.027
19871009,-0.82,0.29,0.33,0.027
19871012,-0.74,-0.56,0.29,0.027
19871013,1.29,-1.39,0.2,0.027
19871014,-2.44,1.04,0.56,0.027
19871015,-2.26,0.87,0.49,0.027
19871016,-4.87,0.59,0.74,0.027
19871019,-17.44,6.24,1.18,0.027
19871020,0.72,-11.63,2.62,0.027
19871021,8.57,-1.12,-1.96,0.027
19871022,-3.97,-0.6,1.46,0.027
19871023,-0.61,-1.93,1.15,0.027
19871026,-8.31,-0.73,2.58,0.027
19871027,1.56,-3.58,-0.34,0.027
19871028,-0.19,-2.16,-0.98,0.027
19871029,4.73,-0.48,-2.66,0.027
19871030,3.61,3.09,-0.98,0.027
19871102,1.26,0.21,0,0.017
19871103,-1.87,-0.11,0.94,0.017
19871104,-0.6,0.21,0.54,0.017
19871105,2.11,-0.71,-0.31,0.017
19871106,-1.12,1.63,0.32,0.017
19871109,-2.48,1.16,0.94,0.017
19871110,-1.74,0.05,0.64,0.017
19871111,1,-0.48,-0.44,0.017
19871112,2.4,-0.81,-1.03,0.017
19871113,-0.8,0.92,0.14,0.017
19871116,0.28,-0.43,0.04,0.017
19871117,-1.47,-0.12,0.58,0.017
19871118,0.87,-0.54,-0.11,0.017
19871119,-1.98,0.86,0.11,0.017
19871120,0.53,-1.11,0.09,0.017
19871123,0.32,-0.36,-0.08,0.017
19871124,1.3,-0.35,-0.41,0.017
19871125,-0.6,1.1,-0.16,0.017
19871127,-1.2,0.97,0.46,0.017
19871130,-3.99,0.68,0.83,0.017
19871201,0.51,-0.93,0.49,0.018
19871202,0.39,-0.68,0.04,0.018
19871203,-3.06,1.3,0.97,0.018
19871204,-1.02,-1.1,0.37,0.018
19871207,1.63,-1.77,-0.7,0.018
19871208,2.28,-1.6,-0.16,0.018
19871209,1.66,-0.24,-1.33,0.018
19871210,-1.67,1.34,-0.68,0.018
19871211,0.54,-0.07,0.27,0.018
19871214,2.71,-0.51,-1.36,0.018
19871215,0.41,1.21,-0.8,0.018
19871216,2.02,-0.01,-0.68,0.018
19871217,-1.41,1.75,-0.29,0.018
19871218,2.21,-0.04,-0.22,0.018
19871221,0.35,-0.01,-0.08,0.018
19871222,-0.05,-0.42,0.13,0.018
19871223,1.2,-0.08,-0.05,0.018
19871224,-0.16,0.76,-0.18,0.018
19871228,-2.37,0.36,0.59,0.018
19871229,-0.36,-0.07,0.04,0.018
19871230,1.2,-0.27,-0.65,0.018
19871231,-0.19,1.03,-0.01,0.018
19880104,3.34,-0.88,0.01,0.015
19880105,1.22,0.75,-0.49,0.015
19880106,0.27,0.35,0.16,0.015
19880107,0.74,-0.08,0.28,0.015
19880108,-5.66,2.85,1.51,0.015
19880111,0.9,-2.08,-0.36,0.015
19880112,-0.88,-0.15,0.53,0.015
19880113,0.19,-0.12,0.36,0.015
19880114,0.08,0.31,0.04,0.015
19880115,2.31,-0.91,-0.41,0.015
19880118,0.03,0.21,0.45,0.015
19880119,-0.7,0.88,0.57,0.015
19880120,-2.42,0.62,1,0.015
19880121,0.17,-0.2,-0.13,0.015
19880122,1.21,-0.38,0.31,0.015
19880125,1.93,-1.54,0.07,0.015
19880126,-0.75,0.57,0.46,0.015
19880127,-0.05,0.23,0.28,0.015
19880128,1.3,-0.7,0.03,0.015
19880129,1.24,-0.67,-0.06,0.015
19880201,-0.3,0.84,0.16,0.023
19880202,0.19,-0.06,0.27,0.023
19880203,-1.11,0.83,0.89,0.023
19880204,0,-0.12,0.14,0.023
19880205,-0.21,0.53,0,0.023
19880208,-0.68,0.37,-0.16,0.023
19880209,0.83,-0.72,-0.2,0.023
19880210,1.72,-0.47,-0.52,0.023
19880211,-0.13,0.76,-0.11,0.023
19880212,0.55,0.05,-0.33,0.023
19880216,0.74,-0.46,-0.13,0.023
19880217,-0.17,0.5,-0.12,0.023
19880218,-0.35,0.68,-0.17,0.023
19880219,1.13,-0.89,0,0.023
19880222,1.29,-0.34,-0.45,0.023
19880223,-0.06,0.37,-0.11,0.023
19880224,0.01,0.59,-0.35,0.023
19880225,-0.73,1.32,0.26,0.023
19880226,0.22,-0.13,-0.23,0.023
19880229,1.79,-0.54,-0.45,0.023
19880301,-0.15,0.24,-0.06,0.019
19880302,0.43,0.26,-0.24,0.019
19880303,0.06,0.22,-0.27,0.019
19880304,-0.13,0.52,0.1,0.019
19880307,0.13,0.52,-0.24,0.019
19880308,0.69,0.33,-0.17,0.019
19880309,0.06,1.01,-0.41,0.019
19880310,-1.66,0.97,0.3,0.019
19880311,0.17,-0.36,0.69,0.019
19880314,0.42,-0.15,-0.31,0.019
19880315,-0.05,0.13,0.1,0.019
19880316,0.81,-0.31,0.09,0.019
19880317,0.87,-0.41,-0.35,0.019
19880318,-0.01,0.07,0.31,0.019
19880321,-0.78,0.31,0.19,0.019
19880322,0.06,0.18,-0.18,0.019
19880323,0.14,0.44,0.35,0.019
19880324,-1.8,0.76,0.24,0.019
19880325,-1.49,0.78,0.13,0.019
19880328,-0.4,-0.46,0.13,0.019
19880329,0.72,0.06,-0.19,0.019
19880330,-0.64,0.29,0.47,0.019
19880331,0.35,0.68,0.09,0.019
19880404,-0.93,-0.01,0.3,0.023
19880405,0.68,-0.53,-0.05,0.023
19880406,2.2,-1.48,-0.04,0.023
19880407,0.28,0.25,0.06,0.023
19880408,1.09,-0.32,0.07,0.023
19880411,0.28,0.15,0.14,0.023
19880412,0.45,-0.09,0.12,0.023
19880413,-0.03,0.06,0.08,0.023
19880414,-3.76,1.6,0.45,0.023
19880415,-0.17,-0.38,-0.04,0.023
19880418,-0.14,0.8,0.25,0.023
19880419,-0.28,0.74,-0.06,0.023
19880420,-0.7,0.08,0.05,0.023
19880421,-0.04,-0.22,0.17,0.023
19880422,1.09,-1.07,0.23,0.023
19880425,0.71,-0.47,0.26,0.023
19880426,0.6,-0.09,-0.22,0.023
19880427,0.01,0.32,-0.05,0.023
19880428,-0.39,0.57,0.01,0.023
19880429,-0.25,0.94,-0.13,0.023
19880502,0.02,-0.1,-0.3,0.024
19880503,0.51,-0.19,0,0.024
19880504,-0.75,0.77,0.14,0.024
19880505,-0.54,0.28,0.32,0.024
19880506,-0.38,0.38,0.49,0.024
19880509,-0.43,-0.29,0.36,0.024
19880510,0.24,-0.47,0.34,0.024
19880511,-1.56,0,0.41,0.024
19880512,0.25,-0.07,0.16,0.024
19880513,0.93,-0.36,0.02,0.024
19880516,0.59,-0.56,-0.05,0.024
19880517,-0.92,0.69,0.2,0.024
19880518,-1.49,0.18,0.46,0.024
19880519,0.25,-0.66,-0.08,0.024
19880520,0.11,0.1,-0.06,0.024
19880523,-0.75,0.2,0.16,0.024
19880524,0.86,-0.68,-0.16,0.024
19880525,0.2,0,0.02,0.024
19880526,0.33,0.03,0.09,0.024
19880527,-0.36,0.19,0.18,0.024
19880531,2.7,-2.1,-0.18,0.024
19880601,1.66,-0.7,-0.39,0.022
19880602,-0.4,0.49,0.01,0.022
19880603,0.44,0.01,0.13,0.022
19880606,0.27,0.13,-0.27,0.022
19880607,-0.51,0.46,-0.06,0.022
19880608,1.97,-1.06,-0.18,0.022
19880609,-0.18,0.76,-0.06,0.022
19880610,0.3,0.13,0.13,0.022
19880613,0.08,0.14,-0.18,0.022
19880614,0.87,-0.63,-0.03,0.022
19880615,0.09,0.12,0.1,0.022
19880616,-1.31,1.03,0.34,0.022
19880617,0.14,-0.37,0.15,0.022
19880620,-0.51,0.44,0.14,0.022
19880621,0.81,-0.64,-0.03,0.022
19880622,1.25,-0.68,-0.16,0.022
19880623,-0.14,0.45,-0.02,0.022
19880624,-0.21,0.5,0.06,0.022
19880627,-1.34,1.13,0.11,0.022
19880628,0.93,-0.55,-0.31,0.022
19880629,-0.36,0.46,-0.18,0.022
19880630,0.86,0.28,-0.52,0.022
19880701,-0.39,0.4,0.06,0.025
19880705,1.09,-1.07,-0.01,0.025
19880706,-1.11,1.14,0.14,0.025
19880707,-0.06,0.1,-0.02,0.025
19880708,-0.5,0.39,0.33,0.025
19880711,0.11,-0.05,0.05,0.025
19880712,-0.78,0.55,0.07,0.025
19880713,0.3,-0.47,0.11,0.025
19880714,0.28,-0.05,-0.02,0.025
19880715,0.44,-0.3,0.01,0.025
19880718,-0.42,0.41,0.13,0.025
19880719,-0.76,0.33,0.43,0.025
19880720,0.41,-0.23,0.15,0.025
19880721,-1.05,0.61,0.31,0.025
19880722,-1.04,0.47,0.33,0.025
19880725,0.28,-0.43,0.01,0.025
19880726,0.14,-0.24,0.05,0.025
19880727,-0.85,0.38,0.48,0.025
19880728,0.97,-0.99,-0.13,0.025
19880729,1.75,-1.29,-0.26,0.025
19880801,0.19,0.17,0.05,0.026
19880802,-0.01,-0.08,0.22,0.026
19880803,0.3,-0.25,-0.12,0.026
19880804,-0.21,0.23,0.22,0.026
19880805,-0.32,0.09,0.26,0.026
19880808,-0.33,0.21,0.18,0.026
19880809,-1.12,0.39,0.17,0.026
19880810,-1.66,0.28,0.41,0.026
19880811,0.21,-0.46,-0.09,0.026
19880812,-0.1,0.24,0.05,0.026
19880815,-1.28,0.3,0.48,0.026
19880816,0.59,-0.51,-0.35,0.026
19880817,0.1,-0.2,0.06,0.026
19880818,0.13,-0.01,-0.1,0.026
19880819,-0.17,0.33,0.05,0.026
19880822,-1.12,0.12,0.62,0.026
19880823,-0.03,-0.19,0.01,0.026
19880824,1.25,-0.68,-0.29,0.026
19880825,-0.63,0.16,0.15,0.026
19880826,0.15,-0.07,-0.03,0.026
19880829,0.89,-0.61,-0.29,0.026
19880830,0.1,-0.03,0.22,0.026
19880831,-0.23,0.61,0.3,0.026
19880901,-1.1,0.29,0.4,0.029
19880902,1.88,-1.28,-0.25,0.029
19880906,0.37,-0.17,-0.32,0.029
19880907,0.11,0.13,-0.14,0.029
19880908,0.12,0.3,-0.23,0.029
19880909,0.37,-0.02,-0.38,0.029
19880912,-0.1,0.19,-0.17,0.029
19880913,0.23,-0.19,0.13,0.029
19880914,0.56,-0.3,-0.11,0.029
19880915,-0.35,0.3,0.28,0.029
19880916,0.69,-0.59,-0.02,0.029
19880919,-0.47,0.39,0.31,0.029
19880920,0.27,-0.19,-0.01,0.029
19880921,0.17,-0.18,-0.41,0.029
19880922,-0.35,0.17,-0.04,0.029
19880923,0.19,-0.05,0.01,0.029
19880926,-0.34,-0.12,0.4,0.029
19880927,-0.24,0.08,0.06,0.029
19880928,0.27,-0.21,-0.18,0.029
19880929,1.08,-0.45,-0.29,0.029
19880930,-0.08,0.61,0.22,0.029
19881003,-0.32,-0.6,0.03,0.029
19881004,-0.19,0.33,-0.17,0.029
19881005,0.37,-0.2,0.16,0.029
19881006,0.15,0,0.16,0.029
19881007,1.58,-1.55,0.1,0.029
19881010,0.07,0.11,0.06,0.029
19881011,-0.13,-0.04,-0.02,0.029
19881012,-1.25,0.88,0.53,0.029
19881013,0.3,-0.43,0.06,0.029
19881014,0.1,0.07,-0.19,0.029
19881017,0.19,-0.18,0.11,0.029
19881018,0.8,-0.56,-0.15,0.029
19881019,-0.69,0.58,0.02,0.029
19881020,1.67,-1.32,-0.45,0.029
19881021,0.17,-0.25,0.35,0.029
19881024,-0.32,0.18,0.16,0.029
19881025,-0.05,-0.16,0.38,0.029
19881026,-0.34,0.11,0.21,0.029
19881027,-1.33,0.24,0.59,0.029
19881028,0.33,-0.1,0.12,0.029
19881031,0.09,-0.07,-0.03,0.029
19881101,0.05,-0.16,0.16,0.027
19881102,-0.04,-0.17,0.21,0.027
19881103,0.08,0.02,0.29,0.027
19881104,-0.77,0.32,0.02,0.027
19881107,-0.9,-0.18,0.25,0.027
19881108,0.38,0.03,-0.21,0.027
19881109,-0.54,0.21,0.01,0.027
19881110,0.08,0.09,0.14,0.027
19881111,-1.82,0.93,0.29,0.027
19881114,-0.2,-0.41,0.16,0.027
19881115,0.16,-0.15,0,0.027
19881116,-1.56,0.44,0.47,0.027
19881117,0.1,-0.5,-0.17,0.027
19881118,0.58,-0.48,-0.17,0.027
19881121,-0.22,-0.4,0.41,0.027
19881122,0.27,-0.48,0.24,0.027
19881123,0.63,-0.28,-0.19,0.027
19881125,-0.57,0.42,0.42,0.027
19881128,0.36,-0.47,-0.12,0.027
19881129,0.8,-0.49,-0.45,0.027
19881130,0.91,-0.03,-0.32,0.027
19881201,-0.19,0.51,-0.16,0.03
19881202,-0.2,0.35,-0.41,0.03
19881205,0.87,-0.35,-0.22,0.03
19881206,0.83,-0.6,0.01,0.03
19881207,0.13,-0.12,0.17,0.03
19881208,-0.48,0.32,0.08,0.03
19881209,0.12,-0.09,0.03,0.03
19881212,-0.18,-0.13,0.33,0.03
19881213,-0.17,-0.11,0.12,0.03
19881214,-0.33,0.39,-0.01,0.03
19881215,-0.31,0.28,-0.13,0.03
19881216,0.6,0.21,-0.38,0.03
19881219,0.69,-0.64,-0.3,0.03
19881220,-0.32,0.29,-0.12,0.03
19881221,-0.1,-0.08,-0.09,0.03
19881222,-0.1,0.28,0.07,0.03
19881223,0.38,-0.13,-0.21,0.03
19881227,-0.3,0.09,0,0.03
19881228,0.11,0.08,-0.05,0.03
19881229,0.67,-0.15,-0.29,0.03
19881230,-0.23,1.4,-0.25,0.03
19890103,-0.82,0.62,0.29,0.026
19890104,1.3,-0.39,-0.07,0.026
19890105,0.21,0.05,0.28,0.026
19890106,0.29,0.3,0.43,0.026
19890109,0.12,-0.13,0.34,0.026
19890110,-0.21,-0.03,0.11,0.026
19890111,0.43,-0.4,0.02,0.026
19890112,0.36,-0.09,-0.07,0.026
19890113,0.14,-0.05,0.08,0.026
19890116,0.12,-0.14,0.14,0.026
19890117,-0.21,0.01,0.24,0.026
19890118,0.87,-0.27,0.01,0.026
19890119,0.14,0.09,-0.17,0.026
19890120,-0.06,0.15,0.04,0.026
19890123,-0.6,0.34,0.14,0.026
19890124,1.04,-0.89,-0.2,0.026
19890125,0.26,0.02,-0.05,0.026
19890126,0.8,-0.37,-0.52,0.026
19890127,0.64,-0.55,0,0.026
19890130,0.33,-0.14,-0.27,0.026
19890131,0.77,-0.25,-0.2,0.026
19890201,-0.01,0.46,-0.42,0.032
19890202,0,0.4,-0.11,0.032
19890203,0.1,0.32,-0.32,0.032
19890206,-0.17,0.14,0.34,0.032
19890207,1.04,-0.47,0.17,0.032
19890208,-0.21,0.35,0.18,0.032
19890209,-0.7,0.52,0.21,0.032
19890210,-1.27,0.49,0.34,0.032
19890213,0.04,-0.42,0.19,0.032
19890214,-0.1,0.41,-0.21,0.032
19890215,0.74,-0.31,-0.11,0.032
19890216,0.21,0.2,0.16,0.032
19890217,0.55,-0.22,-0.13,0.032
19890221,-0.23,0.02,0.11,0.032
19890222,-1.47,0.68,0.19,0.032
19890223,0.26,-0.28,0.03,0.032
19890224,-1.37,0.82,0.13,0.032
19890227,0.07,-0.29,0.12,0.032
19890228,0.31,-0.02,0.14,0.032
19890301,-0.37,0.47,0.13,0.03
19890302,0.84,-0.25,-0.18,0.03
19890303,0.36,0.04,0.06,0.03
19890306,0.99,-0.54,0.01,0.03
19890307,-0.17,0.44,0.08,0.03
19890308,0.07,0.17,-0.1,0.03
19890309,-0.1,0.05,0.03,0.03
19890310,-0.25,0.35,-0.01,0.03
19890313,0.61,-0.51,-0.09,0.03
19890314,-0.07,-0.06,0.01,0.03
19890315,0.39,-0.02,0,0.03
19890316,0.79,-0.35,-0.16,0.03
19890317,-2.08,0.5,0.6,0.03
19890320,-0.97,0.03,0.31,0.03
19890321,0.45,0.15,-0.11,0.03
19890322,-0.28,0.24,0.08,0.03
19890323,-0.39,0.53,0.03,0.03
19890327,0.36,-0.47,0.11,0.03
19890328,0.35,0.17,-0.16,0.03
19890329,0.23,-0.12,-0.16,0.03
19890330,0.06,-0.03,-0.08,0.03
19890331,0.76,-0.19,0.11,0.03
19890403,0.45,-0.22,-0.12,0.034
19890404,-0.25,0.11,-0.04,0.034
19890405,0.27,-0.05,0.16,0.034
19890406,-0.26,0.24,0.02,0.034
19890407,0.55,-0.08,-0.31,0.034
19890410,-0.01,0.12,-0.15,0.034
19890411,0.4,0,-0.08,0.034
19890412,0.19,0.27,-0.19,0.034
19890413,-0.75,0.32,-0.02,0.034
19890414,1.32,-0.67,-0.19,0.034
19890417,0.07,-0.25,0.06,0.034
19890418,1.13,-0.82,-0.08,0.034
19890419,0.35,-0.22,-0.04,0.034
19890420,-0.21,0.21,0.09,0.034
19890421,0.72,-0.39,-0.08,0.034
19890424,-0.16,0.21,0.04,0.034
19890425,-0.45,0.58,-0.35,0.034
19890426,0.1,0.04,0,0.034
19890427,0.71,-0.26,-0.1,0.034
19890428,0.05,0.18,0.02,0.034
19890501,-0.15,0.09,-0.09,0.036
19890502,-0.21,0.45,0.03,0.036
19890503,0,0.21,-0.3,0.036
19890504,-0.06,0.28,-0.22,0.036
19890505,0.01,0.2,0.12,0.036
19890508,-0.49,0.07,0.11,0.036
19890509,-0.2,0.23,-0.08,0.036
19890510,0.15,-0.01,-0.26,0.036
19890511,0.3,-0.12,-0.27,0.036
19890512,1.82,-1.32,-0.33,0.036
19890515,0.66,-0.66,0,0.036
19890516,-0.19,0.05,0.35,0.036
19890517,0.62,-0.11,-0.31,0.036
19890518,0.19,0.25,-0.17,0.036
19890519,0.78,-0.56,0,0.036
19890522,0.25,-0.46,0.23,0.036
19890523,-0.92,0.67,0.29,0.036
19890524,0.19,0,0.03,0.036
19890525,0.08,0.26,-0.21,0.036
19890526,0.67,-0.18,-0.1,0.036
19890530,-0.61,0.42,0.27,0.036
19890531,0.4,0.13,0.04,0.036
19890601,0.45,0.01,0,0.032
19890602,0.97,-0.46,-0.16,0.032
19890605,-0.87,0.47,0.35,0.032
19890606,0.44,-0.51,0.01,0.032
19890607,0.81,-0.34,-0.22,0.032
19890608,0,0.28,-0.07,0.032
19890609,-0.02,0,0.1,0.032
19890612,-0.12,0.06,0.15,0.032
19890613,-0.67,0.25,0.51,0.032
19890614,-0.1,-0.06,0.28,0.032
19890615,-1.06,0.44,0.12,0.032
19890616,0.25,-0.01,-0.15,0.032
19890619,0.08,-0.38,-0.11,0.032
19890620,-0.2,0.03,0.16,0.032
19890621,-0.21,-0.05,0.04,0.032
19890622,0.39,-0.25,-0.15,0.032
19890623,1.41,-0.98,-0.37,0.032
19890626,-0.29,0.1,0.25,0.032
19890627,0.5,-0.15,0.07,0.032
19890628,-0.7,0.14,0.3,0.032
19890629,-1.83,0.28,0.69,0.032
19890630,-0.53,0.1,0.4,0.032
19890703,0.33,-0.29,-0.09,0.035
19890705,0.31,-0.24,-0.02,0.035
19890706,0.36,0.45,-0.03,0.035
19890707,0.91,-0.47,-0.32,0.035
19890710,0.52,-0.33,0.06,0.035
19890711,0.48,-0.31,-0.09,0.035
19890712,0.3,0.14,0.03,0.035
19890713,0.06,0.12,-0.08,0.035
19890714,0.37,-0.49,0.17,0.035
19890717,0.19,0.06,-0.36,0.035
19890718,-0.31,0.21,-0.03,0.035
19890719,1.09,-0.46,-0.64,0.035
19890720,-0.58,0.42,0.04,0.035
19890721,0.42,-0.49,-0.25,0.035
19890724,-0.59,0.13,-0.03,0.035
19890725,0.02,-0.08,-0.02,0.035
19890726,1,-0.75,-0.47,0.035
19890727,1.01,-0.54,-0.57,0.035
19890728,0.1,-0.17,0.01,0.035
19890731,0.94,-0.82,0.09,0.035
19890801,-0.5,0.3,0.43,0.032
19890802,0.18,-0.07,0.06,0.032
19890803,0.23,0.33,-0.1,0.032
19890804,-0.22,0.31,0.16,0.032
19890807,1.27,-0.74,-0.04,0.032
19890808,0.08,0.09,-0.02,0.032
19890809,-0.47,0.62,0.11,0.032
19890810,0.36,0.01,0.16,0.032
19890811,-0.8,0.59,0.12,0.032
19890814,-0.5,-0.01,-0.05,0.032
19890815,0.33,-0.36,0.15,0.032
19890816,0.19,-0.24,-0.03,0.032
19890817,-0.27,0.13,-0.2,0.032
19890818,0.31,-0.21,-0.06,0.032
19890821,-1.28,0.64,0.22,0.032
19890822,0.01,-0.14,-0.47,0.032
19890823,0.88,-0.34,-0.16,0.032
19890824,1.68,-1,-0.24,0.032
19890825,-0.16,0.28,0.08,0.032
19890828,0.3,-0.31,-0.02,0.032
19890829,-0.5,0.46,0.15,0.032
19890830,0.24,0.04,0.16,0.032
19890831,0.13,0.14,0.18,0.032
19890901,0.59,-0.37,-0.03,0.033
19890905,-0.22,0.22,-0.05,0.033
19890906,-0.85,0.47,0.15,0.033
19890907,-0.18,0.33,0.26,0.033
19890908,0.09,0.3,-0.02,0.033
19890911,-0.29,-0.23,0.16,0.033
19890912,0.33,-0.05,-0.12,0.033
19890913,-0.77,0.69,0.12,0.033
19890914,-0.74,0.1,-0.23,0.033
19890915,0.19,-0.77,0.05,0.033
19890918,0.34,-0.5,-0.15,0.033
19890919,0.06,-0.06,-0.17,0.033
19890920,-0.09,-0.03,0.05,0.033
19890921,-0.11,0.14,-0.13,0.033
19890922,0.26,-0.14,0.04,0.033
19890925,-0.71,0.3,-0.02,0.033
19890926,0.12,0.22,-0.22,0.033
19890927,0.11,-0.21,-0.51,0.033
19890928,0.88,-0.26,-0.48,0.033
19890929,0.26,0.15,0.03,0.033
19891002,0.45,-0.09,0.02,0.031
19891003,0.95,-0.66,-0.28,0.031
19891004,0.53,-0.43,-0.08,0.031
19891005,0.06,0.1,0.08,0.031
19891006,0.47,-0.26,-0.23,0.031
19891009,0.2,-0.04,-0.17,0.031
19891010,-0.2,-0.09,-0.15,0.031
19891011,-0.6,0.18,0.13,0.031
19891012,-0.41,0.25,-0.13,0.031
19891013,-5.52,2.12,0.93,0.031
19891016,1.64,-3.54,-0.6,0.031
19891017,-0.43,0.26,-0.29,0.031
19891018,0.25,0.33,-0.38,0.031
19891019,1.52,-0.22,-0.66,0.031
19891020,-0.05,-0.04,0.13,0.031
19891023,-0.67,0,-0.03,0.031
19891024,-0.56,-0.81,-0.14,0.031
19891025,-0.26,0.54,0.18,0.031
19891026,-1.14,0.28,0.22,0.031
19891027,-0.99,-0.16,0.41,0.031
19891030,-0.06,-0.43,0.01,0.031
19891031,1.34,-0.76,-0.23,0.031
19891101,0.29,-0.07,0.21,0.033
19891102,-0.66,0.34,0.32,0.033
19891103,-0.2,0.28,0.02,0.033
19891106,-1.36,0.42,-0.02,0.033
19891107,0.49,-0.56,0.01,0.033
19891108,0.97,-0.11,-0.71,0.033
19891109,-0.34,0.39,0,0.033
19891110,0.59,-0.3,-0.32,0.033
19891113,0.15,-0.23,-0.16,0.033
19891114,-0.47,0.16,0.26,0.033
19891115,0.58,-0.38,-0.11,0.033
19891116,0.02,-0.09,-0.07,0.033
19891117,0.28,0.05,-0.26,0.033
19891120,-0.64,0.03,-0.08,0.033
19891121,-0.08,-0.23,-0.01,0.033
19891122,0.53,-0.26,-0.23,0.033
19891124,0.54,-0.25,-0.14,0.033
19891127,0.37,-0.33,0.23,0.033
19891128,0.08,0.15,0.15,0.033
19891129,-0.56,0.21,0.06,0.033
19891130,0.44,-0.5,-0.24,0.033
19891201,1.06,-0.95,0.02,0.03
19891204,0.26,-0.28,0.04,0.03
19891205,-0.38,0.29,0.14,0.03
19891206,-0.31,0.38,0.17,0.03
19891207,-0.25,0.05,-0.26,0.03
19891208,0.16,-0.12,0.17,0.03
19891211,-0.14,-0.35,0.03,0.03
19891212,0.59,-0.81,0.32,0.03
19891213,0.25,-0.1,0.13,0.03
19891214,-0.54,-0.21,0.17,0.03
19891215,-0.39,-0.19,-0.3,0.03
19891218,-1.74,0.13,0.28,0.03
19891219,-0.44,-0.27,-0.07,0.03
19891220,0.09,-0.04,0.32,0.03
19891221,0.53,0.01,-0.05,0.03
19891222,0.8,-0.01,-0.35,0.03
19891226,-0.09,0.22,0.07,0.03
19891227,0.5,-0.18,-0.13,0.03
19891228,0.46,-0.27,-0.29,0.03
19891229,0.77,0.34,-0.28,0.03
19900102,1.44,-0.68,-0.07,0.026
19900103,-0.06,0.73,-0.26,0.026
19900104,-0.71,0.42,-0.22,0.026
19900105,-0.85,0.77,-0.21,0.026
19900108,0.3,-0.41,-0.26,0.026
19900109,-1.01,0.87,0.07,0.026
19900110,-0.76,-0.04,0.33,0.026
19900111,0.23,-0.23,0.09,0.026
19900112,-2.33,0.32,0.39,0.026
19900115,-0.95,0.05,0.5,0.026
19900116,0.92,-0.79,-0.41,0.026
19900117,-0.76,0.96,-0.23,0.026
19900118,0.05,-0.64,-0.03,0.026
19900119,0.31,0.12,-0.02,0.026
19900122,-2.31,0.83,0.49,0.026
19900123,-0.07,-0.48,0.03,0.026
19900124,-0.44,-1.08,-0.46,0.026
19900125,-1.07,1,0.37,0.026
19900126,-0.36,-0.54,0.41,0.026
19900129,-0.34,-0.68,0.03,0.026
19900130,-0.9,-0.65,0.56,0.026
19900131,1.67,-1.24,-0.16,0.026
19900201,0.08,0.56,0.01,0.03
19900202,0.73,0.28,-0.52,0.03
19900205,0.38,0.22,-0.28,0.03
19900206,-0.54,0.64,0.15,0.03
19900207,1.07,-0.4,-0.29,0.03
19900208,-0.09,0.31,-0.13,0.03
19900209,0.24,-0.01,0.08,0.03
19900212,-0.94,0.51,0.19,0.03
19900213,0.14,-0.5,0.13,0.03
19900214,0.2,-0.13,0.13,0.03
19900215,0.78,-0.39,0.02,0.03
