date,10401,10516,10604,11308,11703,11754,11850,12060,12079,12749,13688,13856,13901,14277,14322,14541,15667,15966,16424,17144,18163,18411,19393,19553,19561,20482,20626,21004,21936,22103,22111,22592,22752,22779,22840,23077,25013,25267,25320,25785,26403,26825,27828,27887,37102,47837,48071,48506,48725,51043
19720103,0,0,-0.010417,-0.012295,-0.003448,-0.002571,-0.010169,0.005988,-0.009317,-0.02375,0.003861,-0.005338,0.007117,-0.002423,-0.003659,0.006536,-0.018182,-0.002288,0.0125,-0.033133,-0.006369,-0.005682,-0.010707,-0.005396,0.073826,0.017442,-0.00317,0.015936,-0.026866,-0.031153,-0.007614,-0.012963,0.010081,-0.023426,0,0,-0.008734,0.007194,0,-0.007117,-0.012727,-0.00463,-0.015666,0.027972,-0.027108,0,0.008347,-0.007353,0.002041,-0.01145
19720104,0.011173,0.003401,-0.003509,0.002075,0,-0.002577,0.017123,-0.001984,0.001567,-0.005122,0,-0.005367,0.003534,0,0.004896,0.017316,0,-0.004587,-0.003086,0.015327,-0.011218,-0.011429,-0.002165,0,0.1,-0.00381,0.012719,-0.003922,0.01227,0.028939,0.003836,0.001876,0.021956,0.001499,0,0,0.010279,0.010714,0,0.003584,0.008287,0.018605,0.002653,-0.003401,0.012384,0.012712,-0.008278,-0.011111,0.002037,0.065637
19720105,0.022099,0.00339,0.024648,-0.006211,0.010381,0.002584,0.020202,0.001988,0.015649,-0.016731,0.003846,0.005396,0.021127,-0.003239,0.01218,0.012766,-0.008547,0.009217,0.009288,0.006173,-0.003241,0.023121,0.023861,0.003617,-0.011364,0.013384,0.021978,0.007874,0.006061,-0.0125,-0.002548,-0.002809,0.011719,0,0.005764,0.033435,0.020349,0.042403,-0.003333,0.032143,-0.013699,0.004566,-0.005291,0,0.009174,0.020921,-0.005008,-0.029963,-0.00813,0.033816
19720106,0.016216,0.006757,-0.020619,-0.027083,0.004281,0.003866,0.011551,0.011905,0.010786,0.005236,0.007663,0.001789,-0.003448,-0.001625,0,0.006303,0,0.011416,0.009202,0.003067,-0.001626,-0.00565,0.002119,0.001802,-0.005747,0.013208,0.001536,-0.003906,0,0,0.002554,0.002817,-0.002896,-0.011976,0.002865,0.002941,0.014245,0.010169,-0.004219,0.013841,-0.014815,-0.045455,-0.00266,0.013652,-0.022727,-0.004098,0.011745,0,-0.004098,-0.011682
19720107,-0.005319,-0.006711,-0.014035,-0.006424,0.004263,-0.002567,-0.004894,0.009804,0.004573,0.009115,0,0.005357,-0.00346,-0.00895,-0.002407,0.002088,0.00431,0.009029,0.015198,-0.018349,-0.004886,0,0.006342,0,-0.011561,-0.01676,-0.003067,0,0.003012,-0.009494,-0.001274,0,9.68e-4,-0.022727,0.011429,-0.008798,0.005618,-0.020134,0.012712,0.006826,0.010338,-0.047619,-0.018667,-0.013468,-0.018605,0.010288,0.001658,0.003861,-0.006173,-0.018913
19720110,-0.005348,-0.006757,0.014235,0.010776,-0.001698,-0.009009,-0.013115,0,0,0.006452,0.007605,0.007105,0.008681,8.21e-4,-0.012063,-0.014583,-0.004292,-0.013423,-0.002994,0.009346,0.008183,0.005682,0,0.007194,0.02924,-0.001894,-0.003077,0.003922,0.003003,0,0.002551,-0.006554,-0.004836,0.018605,0.008475,0,0.00838,-0.006849,0.004184,-0.00339,0.008372,-0.015,0.013587,0.006826,0.031596,0.002037,0.013245,0.011538,-0.010352,0.012048
19720111,0.005376,-0.020408,0.014035,0.010661,0.006803,-0.003896,0,0.001942,0.003035,-0.003846,-0.007547,0.003527,0.010327,-0.008203,-0.010989,0.004228,-0.002874,0.00907,-0.003003,0.021605,0.006494,0.016949,0.010504,0.001786,0.022727,-0.017078,-0.006173,0.011719,0,0.035144,-0.005089,-0.001885,0.008746,-0.001522,-0.005602,0,-0.009695,-0.003448,-0.008333,0.005102,-0.00369,0,0.016086,-0.010169,0.007657,-0.004065,0.02451,0.015209,0,0.02619
19720112,0.016043,-0.017361,-0.00692,-0.003165,0.013514,-0.015645,-0.003322,-0.005814,0.006051,-0.001287,-0.007605,-0.00703,0,-0.020678,-0.001235,0.010526,0.001441,-0.002247,-0.009036,-0.003021,0.004839,0,-0.008316,0.001783,0.022222,-0.003861,-0.009317,0.015444,-0.017964,0.00463,-0.005115,-0.002833,-0.00578,0.004573,-0.008451,-0.002959,0.002797,-0.00346,-0.02521,-0.011844,0.006481,0.010152,-0.005277,-0.003425,-0.031915,0,0.00319,-0.022472,-0.004184,-0.024362
19720113,0,-0.007067,0,-0.017989,0.0025,0.001325,-0.003333,-0.015595,-0.006015,0.001289,-0.011494,-0.00708,-0.018739,0.002534,-0.011125,-0.004167,0.015827,-0.015766,-0.009119,-0.00303,-0.012841,0.011111,-0.010482,0.001779,-0.01087,-0.003876,0,-0.003802,-0.018293,-0.019969,-0.010283,-0.011364,-0.011628,0,-0.011364,0.008902,-0.011158,-0.013889,0.008621,-0.003425,0.00828,0.025126,-0.007958,-0.003436,0.00471,-0.008163,-0.020668,-0.007663,-0.012605,-0.008323
